src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,flow_id,dicom_pdu_types,dicom_pdu_count,dicom.assoc.version_mean,dicom.assoc.version_max,dicom.assoc.version_min,dicom.assoc.ae.called,dicom.assoc.ae.calling,dicom.assoc.item.type,dicom.assoc.item.len,dicom.actx,dicom.pctx.id,dicom.pctx.abss.syntax,dicom.pctx.xfer.syntax,dicom.userinfo.uid,dicom.userinfo.version,dicom.max_pdu_len_mean,dicom.max_pdu_len_max,dicom.max_pdu_len_min,dicom.pdv.len,dicom.pdv.ctx,dicom.pdv.flags,dicom_pdu_len_mean,dicom_pdu_len_max,dicom_pdu_len_min,dicom_pdu_len_std,dicom_assoc_request_count,dicom_data_transfer_count,dicom.pdu.type,dicom.pdu.len,dicom_release_request_count,dicom_release_response_count,dicom.assoc.abort.source_mean,dicom.assoc.abort.source_max,dicom.assoc.abort.source_min,dicom.assoc.abort.reason_mean,dicom.assoc.abort.reason_max,dicom.assoc.abort.reason_min,dicom.pctx.result,dicom_assoc_response_count,dicom_abort_count
192.168.126.104,192.168.126.124,46005,4242,6,2025-03-18 17:02:23,30086413.0,87.21544838196564,0.6647518931552259,0.3656135412353742,0.2991383519198516,11,9,1431,1193,485.0,66.0,130.0909090909091,125.09084302323836,412.0,66.0,132.55555555555554,120.1324372063424,485,66,131.2,122.89043900971303,15102.059999999998,220,180,20,3,1583495.4210526317,29990036.0,15.0,6695497.896602528,30086413.0,29992008.0,182.0,3008641.3,8994470.696020974,30086147.0,29990169.0,330.0,3760768.375,9913798.446776075,0,0,0,0,1,0,0,0,0,0,0,0.8181818181818182,131.2,64492,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0909090909091,132.55555555555554,0,11,9,1431,1193,192.168.126.104-192.168.126.124-46005-4242-TCP,"0x01,0x04,0x04,0x04",3.0,1.0,1.0,1.0,MyOrthanc       ,MODALITY        ,"0x10,0x20,0x30,0x40,0x40,0x40,0x40,0x20,0x30,0x40,0x40,0x40,0x40,0x50,0x51,0x52,0x55","21,118,17,17,19,22,19,128,27,17,19,22,19,62,4,32,14",DICOM Application Context Name (1.2.840.10008.3.1.1.1),"0x01,0x03","Verification SOP Class (1.2.840.10008.1.1),Patient Root Query/Retrieve Information Model - FIND (1.2.840.10008.5.1.4.1.2.1.1)","Implicit VR Little Endian: Default Transfer Syntax for DICOM (1.2.840.10008.1.2),Explicit VR Little Endian (1.2.840.10008.1.2.1),Deflated Explicit VR Little Endian (1.2.840.10008.1.2.1.99),Explicit VR Big Endian (Retired) (1.2.840.10008.1.2.2),Implicit VR Little Endian: Default Transfer Syntax for DICOM (1.2.840.10008.1.2),Explicit VR Little Endian (1.2.840.10008.1.2.1),Deflated Explicit VR Little Endian (1.2.840.10008.1.2.1.99),Explicit VR Big Endian (Retired) (1.2.840.10008.1.2.2)",1.2.826.0.1.3680043.9.3811.2.1.0,PYNETDICOM_210,16382.0,16382.0,16382.0,"90,114,44","3,3,3","0x03,0x02,0x03",253.5,413.0,94.0,225.56706319850866,1.0,1.0,0x04,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
