src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.126.124,192.168.140.6,22,58477,6,2025-03-21 10:19:37,604254.0,532.8884872917681,4.9647995710413175,1.6549331903471058,3.3098663806942117,1,2,190,132,190.0,190.0,190.0,0.0,66.0,66.0,66.0,0.0,190,66,107.33333333333333,58.45416057808793,3416.8888888888887,20,40,20,1,302127.0,303438.0,300816.0,1311.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,2.0,107.33333333333333,502,2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,66.0,0,1,2,190,132
192.168.126.104,192.168.126.124,42983,4242,6,2025-03-21 10:19:37,34364028.0,50133.79106779916,8.235355878536708,4.9470335666121565,3.288322311924551,170,113,1714943,7856,16746.0,66.0,10087.9,7271.392157060758,292.0,66.0,69.52212389380531,24.915111576503243,16746,66,6087.628975265017,7472.31950924252,55835558.84820638,3400,2260,20,163,121858.25531914894,304647.0,39.0,147676.8450804923,34364028.0,602299.0,73.0,203337.44378698224,158953.65274348168,34063130.0,603004.0,208.0,304135.08928571426,63519.11140520082,0,0,0,0,1,0,0,0,0,0,0,0.6647058823529411,6087.628975265017,64492,24509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703352.0,161.0,0.0,0.0,53303.343594479615,0.0,10087.9,69.52212389380531,0,170,113,1714943,7856
