src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.126.124,192.168.140.6,22,58477,6,2025-03-21 11:04:22,603933.0,533.1717260027187,4.9674384410191195,1.6558128136730397,3.3116256273460793,1,2,190,132,190.0,190.0,190.0,0.0,66.0,66.0,66.0,0.0,190,66,107.33333333333333,58.45416057808793,3416.8888888888887,20,40,20,1,301966.5,303037.0,300896.0,1070.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,2.0,107.33333333333333,502,2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,66.0,0,1,2,190,132
192.168.126.104,192.168.126.124,42983,4242,6,2025-03-21 11:04:23,34567843.0,49844.56218457136,8.21572812628199,4.946794047866972,3.268934078415017,171,113,1715163,7856,16746.0,66.0,10030.192982456141,7289.037056317646,292.0,66.0,69.52212389380531,24.915111576503243,16746,66,6066.968309859155,7467.245611578851,55759757.02364361,3420,2260,20,164,122147.8551236749,305803.0,44.0,147700.94294651598,34567843.0,603533.0,87.0,203340.25294117647,158933.91513837595,34266863.0,603055.0,209.0,305954.1339285714,64187.66673973274,0,0,0,0,1,0,0,0,0,0,0,0.6608187134502924,6066.968309859155,64492,24509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703506.0,162.0,0.0,0.0,52969.774871942485,0.0,10030.192982456141,69.52212389380531,0,171,113,1715163,7856
