src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,flow_id,dicom_pdu_types,dicom_pdu_count,dicom.assoc.version_mean,dicom.assoc.version_max,dicom.assoc.version_min,dicom.assoc.ae.called,dicom.assoc.ae.calling,dicom.assoc.item.type,dicom.assoc.item.len,dicom.actx,dicom.pctx.id,dicom.pctx.abss.syntax,dicom.pctx.xfer.syntax,dicom.userinfo.uid,dicom.userinfo.version,dicom.max_pdu_len_mean,dicom.max_pdu_len_max,dicom.max_pdu_len_min,dicom.pdv.len_mean,dicom.pdv.len_max,dicom.pdv.len_min,dicom.pdv.len_std,dicom.pdv.ctx_mean,dicom.pdv.ctx_max,dicom.pdv.ctx_min,dicom.pdv.ctx_std,dicom.pdv.flags,dicom_pdu_len_mean,dicom_pdu_len_max,dicom_pdu_len_min,dicom_pdu_len_std,dicom_assoc_request_count,dicom_data_transfer_count,dicom.pdu.type,dicom.pdu.len_mean,dicom_release_request_count,dicom_release_response_count,dicom.pctx.result,dicom_assoc_response_count
192.168.126.124,192.168.140.6,22,58477,6,2025-03-21 10:19:37,604254.0,532.8884872917681,4.9647995710413175,1.6549331903471058,3.309866380694212,1,2,190,132,190.0,190.0,190.0,0.0,66.0,66.0,66.0,0.0,190,66,107.33333333333331,58.45416057808793,3416.8888888888887,20,40,20,1,302127.0,303438.0,300816.0,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,2.0,107.33333333333331,502,2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,66.0,0,1,2,190,132,192.168.126.124-192.168.140.6-22-58477-TCP,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
192.168.126.104,192.168.126.124,42983,4242,6,2025-03-21 10:19:37,34364028.0,50133.79106779916,8.235355878536708,4.9470335666121565,3.288322311924551,170,113,1714943,7856,16746.0,66.0,10087.9,7271.392157060758,292.0,66.0,69.52212389380531,24.915111576503243,16746,66,6087.628975265017,7472.31950924252,55835558.84820638,3400,2260,20,163,121858.25531914894,304647.0,39.0,147676.8450804923,34364028.0,602299.0,73.0,203337.44378698224,158953.65274348168,34063130.0,603004.0,208.0,304135.08928571426,63519.11140520082,0,0,0,0,1,0,0,0,0,0,0,0.6647058823529411,6087.628975265017,64492,24509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703352.0,161.0,0.0,0.0,53303.343594479615,0.0,10087.9,69.52212389380531,0,170,113,1714943,7856,192.168.126.104-192.168.126.124-42983-4242-TCP,"0x01,0x04,0x05",106.0,1.0,1.0,1.0,MyOrthanc       ,MODALITY        ,"0x10,0x20,0x30,0x40,0x40,0x40,0x40,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,118,17,17,19,22,19,62,28,22,62,4,32,14",DICOM Application Context Name (1.2.840.10008.3.1.1.1),"0x01,0x03","Verification SOP Class (1.2.840.10008.1.1),X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","Implicit VR Little Endian: Default Transfer Syntax for DICOM (1.2.840.10008.1.2),Explicit VR Little Endian (1.2.840.10008.1.2.1),Deflated Explicit VR Little Endian (1.2.840.10008.1.2.1.99),Explicit VR Big Endian (Retired) (1.2.840.10008.1.2.2),JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)",1.2.826.0.1.3680043.9.3811.2.1.0,PYNETDICOM_210,16382.0,16382.0,16382.0,16368.384615384615,16380.0,15172.0,118.45414562346315,3.0,3.0,3.0,0.0,"0x00,0x02",16066.783018867925,16384.0,4.0,2217.4258177519055,1.0,104.0,0x04,16372.384615384615,1.0,0.0,,0.0
