ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1742533136.662100,CbLecrmjxVTugmYs3,192.168.126.104,47996,192.168.126.124,4242,tcp,-,0.021008,1471,205,RSTR,T,T,0,ShADadr,6,1791,6,513,-,6
1742533136.783051,CuAAad1aVxkUlNyKX2,192.168.126.104,48010,192.168.126.124,4242,tcp,-,0.101393,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533136.884138,CwcSEo1c1V4SsPgQ18,192.168.126.104,48016,192.168.126.124,4242,tcp,-,0.101739,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533136.985599,CAiLzY2zDom4sx9Ode,192.168.126.104,48020,192.168.126.124,4242,tcp,-,0.101615,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.086997,CeuwGW2g9rwluBJI71,192.168.126.104,48034,192.168.126.124,4242,tcp,-,0.101721,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.188494,CfVKLLraoYDBUdxx,192.168.126.104,48050,192.168.126.124,4242,tcp,-,0.101599,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.289831,CwU6Bs4tNPyPAXuVI,192.168.126.104,48064,192.168.126.124,4242,tcp,-,0.101645,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.391283,ChHKIE43W6ieTmBwL7,192.168.126.104,48076,192.168.126.124,4242,tcp,-,0.101795,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.492881,CG2aNa3n3Eas1DNzWj,192.168.126.104,48088,192.168.126.124,4242,tcp,-,0.101642,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.594300,ChGATy4TQK0R75kJoj,192.168.126.104,48094,192.168.126.124,4242,tcp,-,0.101436,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.695519,C7dYzO1deidJaQai8k,192.168.126.104,48096,192.168.126.124,4242,tcp,-,0.101580,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.796848,CSxlQL3j9GY9yFXHSd,192.168.126.104,48112,192.168.126.124,4242,tcp,-,0.101390,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.898037,CEZB6l2QwWDwrVxqe5,192.168.126.104,48118,192.168.126.124,4242,tcp,-,0.101471,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533137.999324,C3qZXo3kertfFujxHf,192.168.126.104,48134,192.168.126.124,4242,tcp,-,0.101587,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.100655,C1Z4mo2QMaXBCdLxW6,192.168.126.104,48146,192.168.126.124,4242,tcp,-,0.101698,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.202057,CsPeuR3VfCgOsFRn8,192.168.126.104,48150,192.168.126.124,4242,tcp,-,0.101621,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.303486,Ce7DOp27exMNW5sns1,192.168.126.104,48154,192.168.126.124,4242,tcp,-,0.101592,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.404839,CItRYUVVLY4vefdX1,192.168.126.104,48162,192.168.126.124,4242,tcp,-,0.101523,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.506058,CDZ4se3CcxX3t8YMc5,192.168.126.104,48176,192.168.126.124,4242,tcp,-,0.101651,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.607448,CtHfa13h68Dg3tPtCd,192.168.126.104,48180,192.168.126.124,4242,tcp,-,0.101880,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.709123,C5CtqB31LKUPMH5N4e,192.168.126.104,48196,192.168.126.124,4242,tcp,-,0.101731,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.810642,C5blhH15oOAYPw5RJe,192.168.126.104,48202,192.168.126.124,4242,tcp,-,0.101659,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533138.912029,C3IhCf3eW84aosgO3b,192.168.126.104,48218,192.168.126.124,4242,tcp,-,0.101676,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533139.013514,CPQKt83FBOO6EtA4ca,192.168.126.104,48228,192.168.126.124,4242,tcp,-,0.101531,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533139.114957,C6TmBj44EWTEyu2C64,192.168.126.104,48232,192.168.126.124,4242,tcp,-,0.101405,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533139.216223,CbK3RpqXIyoCSk2Ka,192.168.126.104,48234,192.168.126.124,4242,tcp,-,0.101706,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533139.317733,C5u62H20Y31VB8xbBb,192.168.126.104,48236,192.168.126.124,4242,tcp,-,0.101640,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533139.419202,COeG8j36D1MUjW0Cma,192.168.126.104,48252,192.168.126.124,4242,tcp,-,0.101522,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533139.520492,CZkTUj28SFGDqpWvp6,192.168.126.104,48268,192.168.126.124,4242,tcp,-,0.101738,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533139.725148,CxUgdy2rOxfbuHfEU,192.168.140.6,58477,192.168.126.124,22,tcp,-,3.005768,0,124,RSTRH,T,T,0,Arr,20,1040,20,800,-,6
1742533139.622038,CTI2Zc4IUj3Jqa1sec,192.168.126.104,48272,192.168.126.124,4242,tcp,-,3.109345,391,205,RSTR,T,T,0,ShADadr,6,711,5,473,-,6
1742533142.831737,C88luV1M0YSvSbzIy6,192.168.126.104,52522,192.168.126.124,4242,tcp,-,0.101539,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533142.933034,CaPbBOdovKNbYiuMi,192.168.126.104,52534,192.168.126.124,4242,tcp,-,0.101685,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.034515,CLtP4z3GGVkDW5IUT8,192.168.126.104,52548,192.168.126.124,4242,tcp,-,0.101657,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.135937,CaUbpy14NFvLlIZob3,192.168.126.104,52558,192.168.126.124,4242,tcp,-,0.101851,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.237422,CMVkxv3K7gfnf88OXb,192.168.126.104,52574,192.168.126.124,4242,tcp,-,0.101722,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.338933,CYMOBP3T1zx3Z6rAb2,192.168.126.104,52578,192.168.126.124,4242,tcp,-,0.101848,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.440483,CAbudz2D1xHXZtEVif,192.168.126.104,52584,192.168.126.124,4242,tcp,-,0.101512,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.541869,CgqJth1nFVuk2E8Yye,192.168.126.104,52596,192.168.126.124,4242,tcp,-,0.101533,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.643214,CnDRIC1X64vL0t5fZ5,192.168.126.104,52600,192.168.126.124,4242,tcp,-,0.101635,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.744633,CLQlZ71OWXQ5btvnIe,192.168.126.104,52616,192.168.126.124,4242,tcp,-,0.101712,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.846284,CMCFMMPUCesK1wB95,192.168.126.104,52628,192.168.126.124,4242,tcp,-,0.101798,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533143.947890,ClfWCd4YsQrkSQnIUk,192.168.126.104,52644,192.168.126.124,4242,tcp,-,0.101523,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.049227,CQrMJF1rxlxqr4UBg,192.168.126.104,52648,192.168.126.124,4242,tcp,-,0.101472,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.150525,CU92Zp4Q59mU6Nmaqk,192.168.126.104,52650,192.168.126.124,4242,tcp,-,0.101504,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.251863,Cq9jIX21LjQuXJHjlh,192.168.126.104,52660,192.168.126.124,4242,tcp,-,0.101795,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.353387,CipIRKbbnGdfC3Gfl,192.168.126.104,52670,192.168.126.124,4242,tcp,-,0.101498,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.454634,CWI0xwCuNRNBETsIe,192.168.126.104,52678,192.168.126.124,4242,tcp,-,0.101417,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.556021,CVOZy21LrfGphvL4pb,192.168.126.104,52688,192.168.126.124,4242,tcp,-,0.101274,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.657143,CB9qBk2TLNnmAMY8Li,192.168.126.104,52698,192.168.126.124,4242,tcp,-,0.101566,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.758425,Cbv8q52hw2GJVnzt0h,192.168.126.104,52704,192.168.126.124,4242,tcp,-,0.101617,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.859841,CKRcHR2IJ7bkFTQ17,192.168.126.104,52708,192.168.126.124,4242,tcp,-,0.101336,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533144.961033,CXJgX51YfHFzItDBic,192.168.126.104,52718,192.168.126.124,4242,tcp,-,0.101249,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.062185,CWMKoJ3gfWs3NfW543,192.168.126.104,52730,192.168.126.124,4242,tcp,-,0.101517,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.163615,CltvVNLQimBjOBER1,192.168.126.104,52736,192.168.126.124,4242,tcp,-,0.101532,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.264873,CFVdT329DKax1cQug3,192.168.126.104,52738,192.168.126.124,4242,tcp,-,0.101636,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.366268,C4ryON3u1WACP1iDvc,192.168.126.104,52750,192.168.126.124,4242,tcp,-,0.101528,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.467615,CB7WE94tsbiZ9bgnsb,192.168.126.104,52766,192.168.126.124,4242,tcp,-,0.101502,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.568859,CxGSIQrzlc0WzOgqk,192.168.126.104,52768,192.168.126.124,4242,tcp,-,0.101734,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.670393,CzMHEdyjR4UzHMgC2,192.168.126.104,52784,192.168.126.124,4242,tcp,-,0.101939,3761,205,RSTR,T,T,0,ShADadrrr,9,4237,8,605,-,6
1742533145.772617,C3zNJy25uzGe0pqqD1,192.168.126.104,52794,192.168.126.124,4242,tcp,-,0.101430,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.873818,C4HA6i2F8VlnYSZO9h,192.168.126.104,52810,192.168.126.124,4242,tcp,-,0.102229,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533145.975803,CMgMUg26l7YhU7Wfob,192.168.126.104,52824,192.168.126.124,4242,tcp,-,0.102072,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.077656,ClCqct3nPjPqkcRaV5,192.168.126.104,52832,192.168.126.124,4242,tcp,-,0.101516,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.178999,CmErxZmrha5fwMpl5,192.168.126.104,52848,192.168.126.124,4242,tcp,-,0.102037,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.280838,CNExen2SOxlPOuFWlg,192.168.126.104,52862,192.168.126.124,4242,tcp,-,0.102218,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.382712,CBLHLv1QYHsMFQjDg2,192.168.126.104,52872,192.168.126.124,4242,tcp,-,0.102154,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.484590,CBMsei2QTAvnqsw8Of,192.168.126.104,52880,192.168.126.124,4242,tcp,-,0.101641,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.586090,CjLRI01VzmS1TYGBXj,192.168.126.104,52896,192.168.126.124,4242,tcp,-,0.101990,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.687905,CpbhEa4uqFj6C4Uzha,192.168.126.104,52908,192.168.126.124,4242,tcp,-,0.102139,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.789794,CkpCVp4rpdC5ZOGi5,192.168.126.104,52916,192.168.126.124,4242,tcp,-,0.101921,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.891456,CHp2K9CC3Jm88k4fc,192.168.126.104,52922,192.168.126.124,4242,tcp,-,0.101911,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533146.993246,CLZmmc2q9e8NK1LbV9,192.168.126.104,52930,192.168.126.124,4242,tcp,-,0.101774,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.094793,C9WoeEJNK1xp6Ygti,192.168.126.104,52940,192.168.126.124,4242,tcp,-,0.101683,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.196215,CvZk0r17avZhc2eQa,192.168.126.104,52954,192.168.126.124,4242,tcp,-,0.101563,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.297569,CIZ7KP1MVc5KiVTnZg,192.168.126.104,52960,192.168.126.124,4242,tcp,-,0.101701,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.398969,CU8ZJV1nLIP3YyQ5Sf,192.168.126.104,52964,192.168.126.124,4242,tcp,-,0.101713,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.500480,CbT0QF1O0Emz1hbPml,192.168.126.104,52972,192.168.126.124,4242,tcp,-,0.102184,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.602437,CQwxjo2X4stQyqkxRd,192.168.126.104,52986,192.168.126.124,4242,tcp,-,0.101592,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.703717,CRN5FW1GBBebYrSYQf,192.168.126.104,52996,192.168.126.124,4242,tcp,-,0.101621,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.805059,CZMzWK3RVAlZdw8tgi,192.168.126.104,53012,192.168.126.124,4242,tcp,-,0.101771,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533147.906583,CtfwYG3GSVSOYCsjO1,192.168.126.104,53020,192.168.126.124,4242,tcp,-,0.101474,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533148.007861,C4kEun30830drxS0bg,192.168.126.104,53036,192.168.126.124,4242,tcp,-,0.101608,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533148.109228,CL82hc8OqccjNXf5i,192.168.126.104,53048,192.168.126.124,4242,tcp,-,0.101621,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533148.210615,CncjxBb5zJJSGafki,192.168.126.104,53056,192.168.126.124,4242,tcp,-,0.101497,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533148.311933,CsMW0z2r1KzYa27cY1,192.168.126.104,53070,192.168.126.124,4242,tcp,-,0.101914,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533148.413501,C34x3t2V2mbGvob0Y5,192.168.126.104,53072,192.168.126.124,4242,tcp,-,0.101695,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533148.514992,C0XbVFDfOdVBzHRE8,192.168.126.104,53076,192.168.126.124,4242,tcp,-,0.101913,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533148.616730,CLg3eW2Jnv1PwP4d3e,192.168.126.104,53084,192.168.126.124,4242,tcp,-,0.101733,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533148.718310,CEvonc0muFm7Hf8f5,192.168.126.104,53088,192.168.126.124,4242,tcp,-,0.102040,2491,205,RSTR,T,T,0,ShADadrrr,8,2915,8,605,-,6
1742533148.920596,CuD9rRZXALcTLAiYg,192.168.126.104,53100,192.168.126.124,4242,tcp,-,0.101647,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.022010,CGib7D2FSzX9292Fba,192.168.126.104,53102,192.168.126.124,4242,tcp,-,0.101574,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.123280,CK900u3QH5ZaPAFWSh,192.168.126.104,53112,192.168.126.124,4242,tcp,-,0.101837,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.224943,CPmXYl22tYgyfyZ3Cd,192.168.126.104,53114,192.168.126.124,4242,tcp,-,0.102087,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.326858,CUfOTt3zu8dUXhDgRj,192.168.126.104,53120,192.168.126.124,4242,tcp,-,0.101598,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.428180,CGswhP3ZC3R0guuvd7,192.168.126.104,53136,192.168.126.124,4242,tcp,-,0.101775,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.529743,CR1eGcetXOsNGN5n9,192.168.126.104,53150,192.168.126.124,4242,tcp,-,0.101841,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.631298,CNaMWs39YkuMQTyDy9,192.168.126.104,53166,192.168.126.124,4242,tcp,-,0.102003,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.732997,CoETku2wiezy5v2i4h,192.168.126.104,53168,192.168.126.124,4242,tcp,-,0.101882,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.834639,CSuvpxZYtG8a1GvSl,192.168.126.104,53176,192.168.126.124,4242,tcp,-,0.101949,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533149.936306,CWU23n37KeaVRtXVGc,192.168.126.104,53190,192.168.126.124,4242,tcp,-,0.101547,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.037676,CEw1Pn271ly2ILnUv,192.168.126.104,53198,192.168.126.124,4242,tcp,-,0.101689,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.139248,CTVo2cUcieUpfju7a,192.168.126.104,53206,192.168.126.124,4242,tcp,-,0.101427,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.240636,CKoEUF4Wz9jIih8I2c,192.168.126.104,53208,192.168.126.124,4242,tcp,-,0.101821,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.342276,C7oHVzJjgdP8WPVb8,192.168.126.104,53222,192.168.126.124,4242,tcp,-,0.101738,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.443897,CH6mEX1LXzIhxGxgi4,192.168.126.104,53224,192.168.126.124,4242,tcp,-,0.101576,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.545351,CvS5gVqzqYHBKoBFf,192.168.126.104,53234,192.168.126.124,4242,tcp,-,0.101540,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.646660,Cjgye5p1Gqlooi68b,192.168.126.104,53236,192.168.126.124,4242,tcp,-,0.101698,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.748070,CTi7zHYg1KRUKvGse,192.168.126.104,53244,192.168.126.124,4242,tcp,-,0.101696,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.849615,Cqw1mo2dTn7E541Jxk,192.168.126.104,53258,192.168.126.124,4242,tcp,-,0.101683,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533150.951054,C3yxDn17S6h8WaRTw4,192.168.126.104,53260,192.168.126.124,4242,tcp,-,0.101520,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533151.052397,CQw0CP22TK8A1q0H56,192.168.126.104,44916,192.168.126.124,4242,tcp,-,0.101554,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533151.153876,CnmmJQ28kqMNWUEnm6,192.168.126.104,44932,192.168.126.124,4242,tcp,-,0.101505,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533151.255293,CEeHOV2HdsEGyC7kb,192.168.126.104,44938,192.168.126.124,4242,tcp,-,0.101605,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533151.356694,C8GX9v20WPtLl1pdOb,192.168.126.104,44948,192.168.126.124,4242,tcp,-,0.101626,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533151.458133,CZ7YUc4coEAGEfZv6f,192.168.126.104,44952,192.168.126.124,4242,tcp,-,0.101479,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533151.559427,CVU2dAUczgophuHOk,192.168.126.104,44968,192.168.126.124,4242,tcp,-,0.101634,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533151.660906,COYFmjFe0ZxYH4mBg,192.168.126.104,44980,192.168.126.124,4242,tcp,-,0.101694,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533151.762298,Cr4bmL3Q5U0D0xSs61,192.168.126.104,44994,192.168.126.124,4242,tcp,-,0.101972,1771,205,RSTR,T,T,0,ShADadr,6,2091,5,473,-,6
1742533151.864817,C5jTPt4aiOWqlo4wre,192.168.126.104,45008,192.168.126.124,4242,tcp,-,0.101949,69731,205,RSTR,T,T,0,ShADadr,11,70311,9,669,-,6
1742533151.966982,CBzs7A17QbfCmbGL81,192.168.126.104,45020,192.168.126.124,4242,tcp,-,0.101478,39151,205,RSTR,T,T,0,ShADadrrr,10,39679,10,685,-,6
1742533152.068608,CuxSOB3oIMOisca641,192.168.126.104,45022,192.168.126.124,4242,tcp,-,0.101475,5791,205,RSTR,T,T,0,ShADadr,6,6111,7,565,-,6
1742533152.270419,CXyVeu1vwJvIfFMQUd,192.168.126.104,45038,192.168.126.124,4242,tcp,-,0.101529,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533152.371689,CTeiDbCl2PTDQs3xh,192.168.126.104,45054,192.168.126.124,4242,tcp,-,0.101661,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533152.473151,CH893x4RTcTaOv2uY9,192.168.126.104,45068,192.168.126.124,4242,tcp,-,0.101375,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533152.574363,CUhanZ2MBXZE7xuAb9,192.168.126.104,45074,192.168.126.124,4242,tcp,-,0.101634,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533152.675791,CktKbIuL1FSA6Rm21,192.168.126.104,45090,192.168.126.124,4242,tcp,-,0.101718,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533152.777252,CFFnSJ3ewtRt256owg,192.168.126.104,45092,192.168.126.124,4242,tcp,-,0.101504,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533152.878558,CGIHL61NRIQH5agts1,192.168.126.104,45108,192.168.126.124,4242,tcp,-,0.101653,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533152.979945,CPn3xU3dcJ73fLwVmd,192.168.126.104,45110,192.168.126.124,4242,tcp,-,0.101509,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.081274,CSK3EN2J3jcm8NYZDg,192.168.126.104,45116,192.168.126.124,4242,tcp,-,0.101543,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.182600,CBj8WcvvzAFxfO4z9,192.168.126.104,45132,192.168.126.124,4242,tcp,-,0.101264,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.283692,Cbnce4BezRbD8PKRb,192.168.126.104,45140,192.168.126.124,4242,tcp,-,0.101673,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.385098,CQrR7A4ggel3PScmtl,192.168.126.104,45142,192.168.126.124,4242,tcp,-,0.101811,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.486693,Ca1wMNmx0uyIVXDah,192.168.126.104,45144,192.168.126.124,4242,tcp,-,0.101733,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.588098,CGKEt52mhGcTnm1pri,192.168.126.104,45152,192.168.126.124,4242,tcp,-,0.101811,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.689710,CBy9JA1YZ5W5jsQ3Ie,192.168.126.104,45154,192.168.126.124,4242,tcp,-,0.101498,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.791078,CHVhun3VmSiCN2dqV9,192.168.126.104,45166,192.168.126.124,4242,tcp,-,0.101547,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.892444,CBW26c48321G8xWf7,192.168.126.104,45182,192.168.126.124,4242,tcp,-,0.101408,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533153.993744,CneQ871LoFT4dCEu8a,192.168.126.104,45196,192.168.126.124,4242,tcp,-,0.101493,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.095068,CfVCH81y28aTxku6na,192.168.126.104,45206,192.168.126.124,4242,tcp,-,0.101819,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.196706,C6SoK04FLPAVmiZTGd,192.168.126.104,45218,192.168.126.124,4242,tcp,-,0.101928,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.298435,CyOHCr4SzC6j9FCSBa,192.168.126.104,45220,192.168.126.124,4242,tcp,-,0.101709,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.400006,CdYnGf33R5aVpgMmGf,192.168.126.104,45234,192.168.126.124,4242,tcp,-,0.101611,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.501381,CPFkYh2gHilNM8oh31,192.168.126.104,45248,192.168.126.124,4242,tcp,-,0.101637,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.602818,CJXlaL2Xq0G4BihKn4,192.168.126.104,45250,192.168.126.124,4242,tcp,-,0.101733,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.704346,CPlFMy36EWJF9j577,192.168.126.104,45256,192.168.126.124,4242,tcp,-,0.101539,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.805704,CWNmWu2OQ7GzSlksV7,192.168.126.104,45270,192.168.126.124,4242,tcp,-,0.101578,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533154.907108,CNqGu718wDs7wM15X2,192.168.126.104,45280,192.168.126.124,4242,tcp,-,0.101412,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533155.008312,Ccw2bb29lhoLklCfA5,192.168.126.104,45296,192.168.126.124,4242,tcp,-,0.101722,231,195,SF,T,T,0,ShADadFf,6,551,4,411,-,6
1742533155.109773,Co9xyf45zllp30OiTc,192.168.126.104,45302,192.168.126.124,4242,tcp,-,0.102225,41931,205,RSTR,T,T,0,ShADadrrr,9,42407,9,645,-,6
1742533155.212093,CCXL1eUOcJIzyCTDe,192.168.126.104,45310,192.168.126.124,4242,tcp,-,0.101915,41931,205,RSTR,T,T,0,ShADadrrr,9,42407,9,645,-,6
