ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1742548777.810420,CE4IY8415ZlInfUjZf,192.168.126.104,42983,192.168.126.124,4242,tcp,-,34.063172,1703869,390,SF,T,T,154,ShADadGFf,170,1712563,113,6274,-,6
1742548777.205979,CovYKv4ze8khbmN8d,192.168.140.6,58477,192.168.126.124,22,tcp,-,0.604254,0,124,OTH,T,T,0,^dA,2,104,1,176,-,6
