src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,flow_id,dicom_pdu_types,dicom_pdu_count,dicom.assoc.version_mean,dicom.assoc.version_max,dicom.assoc.version_min,dicom.assoc.ae.called,dicom.assoc.ae.calling,dicom.assoc.abort.source_mean,dicom.assoc.abort.source_max,dicom.assoc.abort.source_min,dicom.assoc.abort.reason_mean,dicom.assoc.abort.reason_max,dicom.assoc.abort.reason_min,dicom.assoc.item.type,dicom.assoc.item.len,dicom.actx,dicom.pctx.id,dicom.pctx.abss.syntax,dicom.pctx.xfer.syntax,dicom.userinfo.uid,dicom.userinfo.version,dicom.max_pdu_len_mean,dicom.max_pdu_len_max,dicom.max_pdu_len_min,dicom_pdu_len_mean,dicom_pdu_len_max,dicom_pdu_len_min,dicom_pdu_len_std,dicom_assoc_request_count,dicom_release_request_count,dicom_release_response_count,dicom_abort_count,dicom.pctx.result,dicom_assoc_response_count
192.168.126.124,192.168.140.6,22,61380,6,2025-03-20 11:46:43,33103.0,7733.438056973688,60.417484820106935,30.208742410053468,30.208742410053468,1,1,190,66,190.0,190.0,190.0,0.0,66.0,66.0,66.0,0.0,190,66,128.0,62.0,3844.0,20,20,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,128.0,1108,2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,66.0,0,1,1,190,66,192.168.126.124-192.168.140.6-22-61380-TCP,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
192.168.126.104,192.168.126.124,34365,4242,6,2025-03-20 11:46:47,6315.0,194932.69992082345,1741.8844022169435,1108.4718923198732,633.4125098970704,7,4,767,464,353.0,66.0,109.57142857142856,99.45832888035808,258.0,66.0,116.0,82.04876598706406,353,66,111.9090909090909,93.5545096774695,8752.446280991733,140,80,20,2,631.5,3794.0,26.0,1096.238865393852,6315.0,3794.0,134.0,1052.5,1263.1633240928638,6100.0,4123.0,292.0,2033.3333333333333,1583.2755778939925,0,0,0,0,1,0,0,0,0,0,0,0.5714285714285714,111.9090909090909,64492,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.57142857142856,116.0,0,7,4,767,464,192.168.126.104-192.168.126.124-34365-4242-TCP,"0x01,0x07",2.0,1.0,1.0,1.0,MyOrthanc       ,MODALITY        ,0.0,0.0,0.0,0.0,0.0,0.0,"0x10,0x20,0x30,0x40,0x40,0x40,0x40,0x50,0x51,0x52,0x55","21,118,17,17,19,22,19,62,4,32,14",DICOM Application Context Name (1.2.840.10008.3.1.1.1),0x01,Verification SOP Class (1.2.840.10008.1.1),"Implicit VR Little Endian: Default Transfer Syntax for DICOM (1.2.840.10008.1.2),Explicit VR Little Endian (1.2.840.10008.1.2.1),Deflated Explicit VR Little Endian (1.2.840.10008.1.2.1.99),Explicit VR Big Endian (Retired) (1.2.840.10008.1.2.2)",1.2.826.0.1.3680043.9.3811.2.1.0,PYNETDICOM_210,16382.0,16382.0,16382.0,142.5,281.0,4.0,195.86857838867365,1.0,0.0,0.0,1.0,,0.0
