ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1742308273.603554,CNekgl3RWFsNVd9JWc,192.168.126.104,35519,192.168.126.124,4242,tcp,-,0.108425,653,1021,SF,T,T,0,ShADadFf,11,1233,9,1497,-,6
1742308266.713370,CKhKJ542ZnxNo1HXH3,192.168.140.6,51375,192.168.126.124,22,tcp,-,0.031712,0,124,OTH,T,T,0,^dA,1,52,1,176,-,6
