ip.src,ip.dst,tcp.srcport,tcp.dstport,dicom.pdu.type,dicom.pdu.len,dicom.assoc.version,dicom.assoc.ae.called,dicom.assoc.ae.calling,dicom.assoc.reject.result,dicom.assoc.reject.source,dicom.assoc.reject.reason,dicom.assoc.abort.source,dicom.assoc.abort.reason,dicom.assoc.item.type,dicom.assoc.item.len,dicom.actx,dicom.pctx.id,dicom.pctx.result,dicom.pctx.abss.syntax,dicom.pctx.xfer.syntax,dicom.userinfo.uid,dicom.userinfo.version,dicom.userinfo.extneg.sopclassuid,dicom.userinfo.extneg.relational,dicom.userinfo.extneg.datetimematching,dicom.userinfo.extneg.fuzzymatching,dicom.userinfo.extneg.timezone,dicom.userinfo.rolesel.sopclassuid,dicom.userinfo.rolesel.scurole,dicom.userinfo.rolesel.scprole,dicom.userinfo.asyncneg.maxnumopsinv,dicom.userinfo.asyncneg.maxnumopsper,dicom.userinfo.user_identify.type,dicom.userinfo.user_identify.response_requested,dicom.userinfo.user_identify.primary_field,dicom.userinfo.user_identify.secondary_field,dicom.max_pdu_len,dicom.pdv.len,dicom.pdv.ctx,dicom.pdv.flags,dicom.tag,dicom.tag.vr,dicom.tag.vl,dicom.tag.value.str
"192.168.126.104","192.168.126.124","39069","4242","0x01","281","1","WRONG_ORTHANC   ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x40,0x40,0x40,0x50,0x51,0x52,0x55","21,118,17,17,19,22,19,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"Verification SOP Class (1.2.840.10008.1.1)","Implicit VR Little Endian: Default Transfer Syntax for DICOM (1.2.840.10008.1.2),Explicit VR Little Endian (1.2.840.10008.1.2.1),Deflated Explicit VR Little Endian (1.2.840.10008.1.2.1.99),Explicit VR Big Endian (Retired) (1.2.840.10008.1.2.2)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","39069","0x03","4",,,,"1","1","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
