src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,flow_id,dicom_pdu_types,dicom_pdu_count,dicom.assoc.version_mean,dicom.assoc.version_max,dicom.assoc.version_min,dicom.assoc.ae.called,dicom.assoc.ae.calling,dicom.assoc.item.type,dicom.assoc.item.len,dicom.actx,dicom.pctx.id,dicom.pctx.abss.syntax,dicom.pctx.xfer.syntax,dicom.userinfo.uid,dicom.userinfo.version,dicom.max_pdu_len_mean,dicom.max_pdu_len_max,dicom.max_pdu_len_min,dicom.pdv.len_mean,dicom.pdv.len_max,dicom.pdv.len_min,dicom.pdv.ctx_mean,dicom.pdv.ctx_max,dicom.pdv.ctx_min,dicom.pdv.flags,dicom_pdu_len_mean,dicom_pdu_len_max,dicom_pdu_len_min,dicom_pdu_len_std,dicom_assoc_request_count,dicom_data_transfer_count,dicom.pdu.type,dicom.pdu.len_mean,dicom_release_request_count,dicom_release_response_count,dicom.pctx.result,dicom_assoc_response_count
192.168.126.104,192.168.126.124,41991,4242,6,2025-03-21 04:43:28,2413490.0,790.1420764121666,7.043741635556808,4.143377432680476,2.900364202876333,10,7,1111,796,419.0,66.0,111.1,105.2772055100248,292.0,66.0,113.71428571428572,77.02636707316394,419,66,112.17647058823528,94.67979180257288,8964.262975778545,200,140,20,3,150843.125,301840.0,117.0,150542.0292745829,2413490.0,603566.0,242.0,268165.5555555556,222011.04497605076,2112267.0,603832.0,304.0,352044.5,207131.7469331617,0,0,0,0,1,0,0,0,0,0,0,0.7,112.17647058823528,64492,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.1,113.71428571428572,0,10,7,1111,796,192.168.126.104-192.168.126.124-41991-4242-TCP,"0x01,0x04,0x05",3.0,1.0,1.0,1.0,MyOrthanc       ,MODALITY        ,"0x10,0x20,0x30,0x40,0x40,0x40,0x40,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,118,17,17,19,22,19,62,28,22,62,4,32,14",DICOM Application Context Name (1.2.840.10008.3.1.1.1),"0x01,0x03","Verification SOP Class (1.2.840.10008.1.1),X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","Implicit VR Little Endian: Default Transfer Syntax for DICOM (1.2.840.10008.1.2),Explicit VR Little Endian (1.2.840.10008.1.2.1),Deflated Explicit VR Little Endian (1.2.840.10008.1.2.1.99),Explicit VR Big Endian (Retired) (1.2.840.10008.1.2.2),JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)",1.2.826.0.1.3680043.9.3811.2.1.0,PYNETDICOM_210,33554432.0,33554432.0,33554432.0,70.0,70.0,70.0,1.0,1.0,1.0,0x03,141.66666666666666,347.0,4.0,181.2355741385596,1.0,1.0,0x04,74.0,1.0,0.0,,0.0
