ip.src,ip.dst,tcp.srcport,tcp.dstport,dicom.pdu.type,dicom.pdu.len,dicom.assoc.version,dicom.assoc.ae.called,dicom.assoc.ae.calling,dicom.assoc.reject.result,dicom.assoc.reject.source,dicom.assoc.reject.reason,dicom.assoc.abort.source,dicom.assoc.abort.reason,dicom.assoc.item.type,dicom.assoc.item.len,dicom.actx,dicom.pctx.id,dicom.pctx.result,dicom.pctx.abss.syntax,dicom.pctx.xfer.syntax,dicom.userinfo.uid,dicom.userinfo.version,dicom.userinfo.extneg.sopclassuid,dicom.userinfo.extneg.relational,dicom.userinfo.extneg.datetimematching,dicom.userinfo.extneg.fuzzymatching,dicom.userinfo.extneg.timezone,dicom.userinfo.rolesel.sopclassuid,dicom.userinfo.rolesel.scurole,dicom.userinfo.rolesel.scprole,dicom.userinfo.asyncneg.maxnumopsinv,dicom.userinfo.asyncneg.maxnumopsper,dicom.userinfo.user_identify.type,dicom.userinfo.user_identify.response_requested,dicom.userinfo.user_identify.primary_field,dicom.userinfo.user_identify.secondary_field,dicom.max_pdu_len,dicom.pdv.len,dicom.pdv.ctx,dicom.pdv.flags,dicom.tag,dicom.tag.vr,dicom.tag.vl,dicom.tag.value.str
"192.168.126.104","192.168.126.124","58288","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58288","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58294","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58294","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58304","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58304","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58310","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58310","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58320","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58320","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58328","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58328","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58336","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58336","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58338","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58338","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58350","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58350","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58354","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58354","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58370","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58370","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58386","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58386","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58402","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58402","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58418","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58418","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58422","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58422","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58432","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58432","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58440","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58440","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58442","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58442","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","58454","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","58454","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","52394","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","52394","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","52410","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","52410","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","52416","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","52416","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","52424","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
"192.168.126.124","192.168.126.104","4242","52424","0x02","189","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x21,0x40,0x50,0x51,0x52,0x55","21,30,22,58,4,27,15","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01","0x00",,"JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.276.0.7230010.3.0.3.6.6","OFFIS_DCMTK_366",,,,,,,,,,,,,,,"16384",,,,,,,
"192.168.126.104","192.168.126.124","52424","4242","0x04","16384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16380","3","0x00",,,,
"192.168.126.124","192.168.126.104","4242","52424","0x07","4",,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"192.168.126.104","192.168.126.124","52428","4242","0x01","225","1","MyOrthanc       ","MODALITY        ",,,,,,"0x10,0x20,0x30,0x40,0x50,0x51,0x52,0x55","21,62,28,22,62,4,32,14","DICOM Application Context Name (1.2.840.10008.3.1.1.1)","0x01",,"X-Ray Angiographic Image Storage (1.2.840.10008.5.1.4.1.1.12.1)","JPEG Baseline (Process 1): Default Transfer Syntax for Lossy JPEG 8 Bit Image Compression (1.2.840.10008.1.2.4.50)","1.2.826.0.1.3680043.9.3811.2.1.0","PYNETDICOM_210",,,,,,,,,,,,,,,"16382",,,,,,,
